date,item,price,class
2006-12-23,PRETZEL CRISPS,2.99,food
2006-12-23,PUMPKIN CHS SPREAD,3.5,food
2011-07-20,WEB SITE X5 EVO,500,other
2010-03-04,TWO X 2 × 2,8.99,other
2010-03-04,3 EGGS & BACON,9.49,food
2010-03-04,HOT TEA,4.98,food
Unknown,BBQ,Unknown,food
Unknown,JACK,Unknown,other
Unknown,Applesauce,3.99,food
Unknown,$10 TENDERS B,Unknown,food
2010-07-29,ROTINI WHL WHT,2,food
2010-07-29,SFWY BRD 100% WHT,1.5,food
2010-07-29,GREEN BELL PEPPERS CardSav .79,0.5,food
2010-07-29,RED BELL PEPPERS CardSav 1.00,0.5,food
2010-07-29,YELLOW ONION,2.99,food
2022-02-28,VZ S21UW GRA,664.99,home/appliances
2022-02-28,ANKER PORT,29.99,home/appliances
Unknown,GOYA LENTILS,2.19,food
Unknown,GOYA BLACK BEANS,1.58,food
Unknown,8PK/7.50Z CN COKE,3.34,food
Unknown,4PK CN CITZ DRTY CID,13.99,other
Unknown,BOTTLE DEPOSIT,0.4,entertainment/alcohol
Unknown,ORG GRAPE TOMATOES,2.99,food
2002-07-18,Chkn Tenders 8,2.59,food
2002-07-18,Hershey Pie,1.39,food
2002-07-18,Med/ Coke,1.25,food
2012-05-15,*ARTICHOKES,97,food
Unknown,FLAT,Unknown,other
Unknown,RIBEYE*,Unknown,food
Unknown,NEW YORK STRIP*,Unknown,food
2019-04-29,COMBO #2,5.99,food
2019-04-29,SOUP CUP,1.99,food
2019-04-29,BB SNACK STRWBRY CHE,2.88,food
2019-04-29,SIMPLY CLNR W/BLEACH,2.49,home/appliances
2019-04-29,JENNIE-0 85/15 GRND,5,food
2019-04-29,GNP JUST BARE B/S TH,5.99,home/appliances
2019-04-29,JUST BARE DRUMSTICKS,2.99,food
2019-04-29,BROCCOLI FLORETTES,3.56,food
2019-04-29,CALIFORNIA GIANT STR,1.54,food
2019-04-29,DOLE BANANAS,0.83,food
2019-04-29,HASS LARGE AVOCADO,5,food
2019-08-29,CMR HALLOUMI BGR,5.99,food
Unknown,*PEPSI COLA*,10.99,food
Unknown,SWIFR WET 64,15.79,home/appliances
Unknown,KS FAB SOFT,8.99,home/appliances
Unknown,DAWN PLATINM,9.99,home/appliances
Unknown,TIDEOXIPODS,24.49,home/appliances
Unknown,WOODBRG MERL,53.94,entertainment/alcohol
Unknown,WHOLE MILK,3.35,food
Unknown,KS ORG EVOO,9.49,food
Unknown,10LB SUGAR,5.59,food
Unknown,DM GRN BEAN,9.69,food
Unknown,ORG STRAWBRY,8.99,food
Unknown,VIENNA SAUSG,7.99,food
Unknown,CHOC3PKBAR,5.99,food
Unknown,BOUNCE 320CT,9.99,home/appliances
Unknown,NAE POT PIE,10.89,food
Unknown,KS CAGE FREE,3.39,food
Unknown,PANTENESHAMP,9.99,home/appliances
Unknown,POLSKA KIELB,11.79,food
Unknown,PANTENE COND,9.99,home/appliances
Unknown,KS CRMB BCN,8.89,food
Unknown,MIXED VEGG,5.89,food
Unknown,RUMMO-8PK,9.99,food
Unknown,CREST SCOPE,12.99,home/appliances
Unknown,ORAL-B CROSS,14.99,home/appliances
Unknown,KS GRD PEPPR,3.99,food
Unknown,KS IBU 2X500,9.99,home/appliances
Unknown,FR ONIONSOUP,9.99,food
Unknown,VRTYMIXFRUIT,7.99,food
2017-06-14,no tomatoes,Unknown,food
2017-06-14,got,Unknown,other
2017-06-14,#2 Big John,4.95,other
2017-06-14,#3 Totally Tuna,4.95,food
2018-08-18,OIKOS YOG,Unknown,food
2018-08-18,GV HF HF,1.48,other
2018-08-18,TS TOP,14.97,clothing
2018-08-18,TS SHORT,9,clothing
2018-08-18,HOUSE,13.88,other
2018-08-18,BEEF STICKS,14.42,food
2018-08-18,7.5 OZ SLIC,2.84,food
2018-08-18,90 COCO BR,2.68,food
2018-08-18,ORIG BRK SG,3.5,other
2018-08-18,WRIGHT 2402,8.98,home/appliances
2018-08-18,THEATER BOX,0.98,home/appliances
2018-08-18,DC PAM SUP,3.58,home/appliances
2018-08-18,RED GRAPE,4.57,food
2018-08-18,HCRISP APPLE,8.46,food
2018-08-18,ORG CARROTS,1.56,food
2018-08-18,ORG BLUBERRY,2.86,food
2018-08-18,CARD BRTHDAY,4.57,entertainment/alcohol
2018-08-18,GU 4PK 8OCT,4.97,home/appliances
2018-08-18,GV 338 DS C,7.88,home/appliances
Unknown,HS TRKY 20-24 LB,0,food
2020-07-27,PHILIPS,17,home/appliances
2020-07-27,"Samsung 65""",499.99,home/appliances
2020-07-27,SQUARETRADE,75,other
2018-09-07,MY Capp Glace Automne,3.69,food
2018-09-07,Bgn - Glace Choc,0.99,food
2018-09-07,Bgn - Glace Miel,0.99,food
Unknown,CF01N24D-SS,249,home/appliances
2010-05-24,WACKY MAC PASTA,1,food
2018-05-18,REDUCED FO,3.98,other
2018-05-18,PINEAPPLE CUP,2,food
2018-05-18,FRUIT MEDLEY CUP,2,food
2018-05-18,FRSH EXPSLAW KIT,1.99,food
2023-05-23,J.J.B.L.T.,15.96,food
2023-05-23,ADD roast beef,4.2,food
2023-05-23,ADD ham,4.2,food
2023-05-23,NO bacon,Unknown,food
2023-05-23,ADD cheese,1.76,food
2023-05-23,BBQ Chips,7.04,food
Unknown,RIGLEY GUM,1.29,food
Unknown,JC WHOLE MILK,3.99,food
Unknown,WFAT MILK,,food
Unknown,C YOGURT VAN,2.29,food
2012-09-03,HANDTIED ROSES,19.99,entertainment/alcohol
2012-09-03,FRUIT BOWL,Unknown,food
2012-09-03,WINE,11.98,entertainment/alcohol
2017-12-29,NCF,4.48,other
2017-12-29,DRINKWARE,12,home/appliances
2018-12-19,CRYSTAL GEYSER 288 PC PLT,1.09,home/appliances
2018-12-19,HEB BASMATI RICE,3.26,food
2018-12-19,GRILLED SALMON DINNER FOR,8.99,food
2018-12-19,QUINOA SALAD W SWEET POT,2.17,food
2018-12-19,CM BUTTER CHICKEN,3.98,food
2020-01-27,FRIED CHKN TENDERS,2,food
2020-01-27,SEASON POTATO WEDG,0.6,food
2020-01-27,CRAYLA CHALK,0.99,entertainment/alcohol
2022-02-27,2X8-10 <A>,37.28,home/appliances
2022-02-27,3/8X2 REBAR <A>,14.68,home/appliances
2021-07-14,DRIS STRAWBERRY,2.5,food
2021-07-14,KROGER EGGS,1.59,food
2021-07-14,MEGA BLOKS,3.99,entertainment/alcohol
2013-12-21,MIND BOGGLERS METAL PUZZLES,2.32,entertainment/alcohol
2010-11-30,SBC16R,,home/appliances
2010-11-30,HamChEM dr,,food
2006-11-19,7LAYER,69,other
2006-11-19,BEAN,9,food
2018-08-19,Imp Fillet Co,17,food
2018-08-19,Mojito Krahr R/Pepsi,3,entertainment/alcohol
2018-08-19,Kids Ckn Bar W/Cokie,11,food
Unknown,AQFNA WATER,1,food
2017-03-31,CLARITIN,19.98,home/appliances
2017-03-31,RX# 6078653,11.93,home/appliances
2017-03-31,RX# 6037209,10,home/appliances
2017-03-31,RX# 6078655,41.98,home/appliances
2017-03-31,RX# 6078654,32.17,home/appliances
2015-03-03,ShackBurger,5.19,food
2015-03-03,Smoke Shack,6.69,entertainment/alcohol
2015-03-03,REG Soda,5.5,food
2015-03-03,REG Iced Tea,2.25,food
2023-02-04,MIGHTY 4 ONE,9.99,food
2023-02-04,DELIVERY FEE,2.99,transportation
2023-02-04,SERVICE FEE,0.99,transportation
Unknown,VEG&CHEESEfr,3.99,food
Unknown,VEG&CHEESE6r,2.49,food
2010-05-31,BROCCOLI CROWNS,60,food
2020-06-14,"MD BLIZZ, 2 oreo",9.58,food
Unknown,Cob Corn 400g,Unknown,food
Unknown,GkKalamanolive350g,,food
Unknown,RaspYogPouch110g,4,food
Unknown,FR Chk Drmstk Rw Crisps 350g,Unknown,food
Unknown,Cowboy Mix 500g,5.35,food
Unknown,Buna Chunkose,1.99,food
Unknown,Chporgcorn200g,Unknown,food
Unknown,Apple PLady per kg SalmonPinkS&B130g Tuna Chunk YF 185g,2.99,food
Unknown,GratedParmChs 100g,3.72,food
Unknown,Baby,,other
Unknown,GratedParmChe 100g,Unknown,food
Unknown,Sour,4.49,food
Unknown,Pesto Basil 190g,3.19,food
Unknown,Cucumber Cont ea,1.79,food
Unknown,Corn Cakes 150g,1.99,food
Unknown,ChipsChedr&Chv200g,1.89,food
Unknown,PPreztel Salt 180g,2.99,food
Unknown,Saltd Peanuts 350g,3.49,food
Unknown,Banana Cav per kg,2.99,food
Unknown,Ckr BR Miti 100g,Unknown,food
Unknown,GFBiscuitAsstd180g,Unknown,food
Unknown,Effervescent Tabs,0.9,home/appliances
Unknown,Mayo Authenic 475g,Unknown,food
Unknown,Yog FF Greek 1kg,Unknown,food
Unknown,HiProYog140g,13,food
Unknown,Dark Rosted PB375g,Unknown,food
Unknown,Paracetamol 20pk,3,home/appliances
Unknown,Corn Flakes 700g,Unknown,food
Unknown,Pecans 400g,2,food
Unknown,HBMiniFruit9pk450g,10,food
Unknown,Whml Lebanese 375g,Unknown,food
Unknown,Blueberries 170g,1,food
Unknown,Milk UHTFullCrm 1L,0,food
Unknown,AlmndCshwSprd 240g,1,food
Unknown,Frz LambShanks 1kg,Unknown,food
Unknown,Chs Manchego 150g,15.99,food
2023-12-12,Dolor,234,other
2023-12-12,Sir amet,9.96,other
2023-12-12,Sit salad,,other
2023-12-12,Pharetra,99,other
2023-12-12,Etiam bibendum,Unknown,other
2023-12-12,Justo pulvinar,817,other
2023-12-12,Ullamcorper,1126,other
2023-12-12,Mauris mauris,390,other
2023-12-12,In feugiat,1510,other
2013-10-19,"SALAMI""",10,food
2020-10-09,GOGO SQUEEZ,7.49,food
2020-10-09,NESTLE,5,food
2020-10-09,CAMPBELLS,2.49,food
2020-10-09,GG RTE RICE,1.59,food
2020-10-09,QUAKER CHEWY,1.74,food
2020-10-09,GG,1.79,other
2020-10-09,OLD EL PASO,2.99,food
2020-10-09,GG OIL,5.99,transportation
2020-10-09,GG CONDIMENT,3.78,food
2020-10-09,SPARKLNG ICE,0.95,food
2020-10-09,SO DELICIOUS,1.52,food
2020-10-09,Target Circle10%,Unknown,other
2020-10-09,PROGRESSO,1.59,food
Unknown,RB Double Meal (VOID),8.99,food
Unknown,RB Half Pound,0,food
Unknown,RB Half Pound (VOID),6.99,food
Unknown,Small Drink,6.99,food
Unknown,Small Drink (VOID),1.99,food
Unknown,Bnc Double Meal,9.59,food
2013-06-27,AMEX RELOAD,1000,other
2013-06-27,AMEX FEE,3,other
2021-05-02,Classic Cheese,5,food
2021-05-02,Crazy Combo,4.19,food
2021-05-02,Caesar Wings,4.99,food
2021-05-02,Italian Cheese Bread,8.99,food
2021-05-02,Hula Hawaiian,11.99,food
2021-05-02,Ultimate Supreme,0.99,food
2021-05-02,Cheezy Jalapeno Dip,Unknown,food
2015-08-16,Instant Brown Rice,1.49,food
2015-08-16,0J FC w/ Calcium,1.69,home/appliances
2015-08-16,Old Fashioned Oats,2.39,food
2015-08-16,Steam Mix Veg,0.95,food
2015-08-16,Chocolate Milk,2.19,food
2015-08-16,Gatorade 32oz,0.94,food
2015-08-16,Plain NF Greek Yog,3.69,food
2015-08-16,Fresh WholeChicken,5.47,food
2015-08-16,Crispy Oats,1.69,food
2015-08-16,Kiwi,1.49,food
2015-08-16,Dice Tom w/GrnChl,0.59,food
2015-08-16,Black Beans,0.59,food
2015-08-16,Whole Wheat Tortilla,1.39,food
2015-08-16,6 Pack Raisins,1.29,food
2015-08-16,Creamy Peanut Btr,1.49,food
2015-08-16,Pineapple Chunks,0.99,food
2015-08-16,Organic Quinoa,4.49,food
2015-08-16,Nectarines,1.18,food
2015-08-16,Fruit Squeezies,1.49,food
2015-08-16,Idared Apples,2.89,food
2015-08-16,CrunchyGranolaBars,1.79,food
2015-08-16,Fruit Medley/Pinea,1.49,food
2015-08-16,Fig Bars,0.89,food
2015-08-16,Straw/Rasp Strips,1.99,food
2018-01-11,HING COMBO,8.19,food
Unknown,FINISH,2.5,other
Unknown,P C CA S B MC MG H M SC C G,Unknown,other
Unknown,B P C CA S B V MC MGH M SC C G,5.95,other
Unknown,R B C. CA. S. B.V. MC MG H [M. SCC G,6.35,other
2020-07-15,KROGER 2% RF MILK,2.39,food
2020-07-15,CHANGE SHORTAGE,0.59,other
2020-07-15,DAGER 2% RF MILK,2.39,food
2012-07-26,DME 200 COOKIES,89,food
2012-07-26,DME JELLIED CRANBR,97,food
2012-07-26,DME LG RICE 3LB,1.56,food
2012-07-26,DME HOMESTYLE BREA,1.05,food
2009-04-13,NO SAUCE,Unknown,food
2009-04-13,10 MCNUGGETS,Unknown,food
2009-04-13,BIG N TASTY,,food
2009-04-13,BIG N TASTY MEAL,5.5,food
2009-04-13,LRG ICED COFFEE,1.99,food
2009-04-13,MED DIET COKE,1.29,food
Unknown,TEXAS TONION',9.49,food
Unknown,"WILD WEST SHRIMP""",11.79,food
Unknown,80 12 Donuts,Unknown,food
Unknown,Cof,959.2,food
,OLY ZOOM TO,189.99,home/appliances
,KODAK GOFILM,23.99,home/appliances
,COMPART TOM,3.59,home/appliances
2008-04-19,Easy #1,Unknown,other
2008-04-19,HAMB,2.5,food
2018-09-13,Regular Cheese Slice,2200,food
2018-09-13,Sicilian Cheese Slice,300,food
2018-09-13,20oz Bottle,200,food
2017-11-15,CELLUL,799.99,home/appliances
Unknown,UP TOWEL,9.99,home/appliances
2011-07-21,PROCESSING FEE,5.95,other
2011-07-21,MASTERCARD,100,other
Unknown,""" McRoyale",87.7,food
Unknown,Double McRoyal,0.9,food
2010-07-23,MONT JACK,1.99,food
2010-07-23,KRAFT SHREDDED CH,1.99,food
2010-07-23,PRODUCE,3.49,food
2010-07-23,RED ROMA TOMATOES,Unknown,food
2010-07-23,SCANNED,1,other
2010-07-23,4C SCANNED COUPON,1,other
2010-05-23,KRAFT MAC & CHSE,1.25,food
2010-05-23,SFY APPLES GALA BA,3.99,food
2010-05-23,FE GREEN&CRISP ROM,1,food
2010-05-23,MC FREE COUPON,1.25,other
2010-10-13,EX BACONft,82,food
2010-10-13,DRK-21oz,,food
2018-12-10,Happy Meal 6 Pc,4.89,food
2018-12-10,Snack Oreo McFlurry,2.69,food
2010-10-14,HALF HALF,1.68,food
2010-10-14,GU BRWN RICE,0.76,food
2010-10-14,GV LONG RICE,1.28,food
2010-10-14,GV 2 RF MLK,3.08,food
2010-10-14,RAMEN-BEEF12,1.82,food
2016-07-29,Veggie Bowl,Unknown,food
2013-06-14,MFG CPN,Unknown,other
Unknown,Lrg Htt,16.99,food
Unknown,New Yorker,9.99,food
2019-02-02,CARGO MAT,19.98,home/appliances
2019-02-02,MM CHICKEN,19.98,food
2019-02-02,FIRE EXTING,29.98,home/appliances
2019-02-02,SALMON PORT,25.98,food
2019-02-02,IWI OMEGA- 3,19.88,home/appliances
2019-02-02,ZIPLOC STOR,14.78,home/appliances
2019-02-02,CLEANVIEW R,99.98,home/appliances
2019-02-02,MM BLACK FL,19.98,other
2013-11-19,ChTeriFt fr,6,other
2013-11-19,SrirachStkfr,7.5,food
2013-11-19,Bottled Drink,1.9,food
2014-03-13,AND TOOL SET,Unknown,home/appliances
2014-03-13,POOF -SLINKY,3,entertainment/alcohol
2014-05-30,WEG ORG PEANUT BUT,55.86,food
2019-03-06,Munchkins,7.99,entertainment/alcohol
2017-10-28,ODOULS BTL,4.15,entertainment/alcohol
2017-10-28,PRESTO GAME 19,1.99,entertainment/alcohol
2017-10-28,2 FOR $20,20,other
2017-10-28,$ LSM,-1.99,other
2017-10-28,PERF MARG,8.99,other
2016-04-20,FF BS BREAST,23.99,food
2016-04-20,KS DICED TOM,6.49,food
2016-04-20,JACKORGSALSA,2.97,food
2016-04-20,18CT EGGS,12.87,food
2016-04-20,GRAPE TOMATO,6.29,food
2016-04-20,ECO HALF PAN,6.49,home/appliances
2016-04-20,GRND TURKEY,18.47,food
2016-04-20,CHPD ONION,3.59,food
2016-04-20,MONT JACK 2#,4.45,food
Unknown,18 ALBUQUERQO78832813450,15,other
Unknown,OIL 2 CY160Z,6.82,transportation
Unknown,TRIMMER LINE,2.88,home/appliances
Unknown,RXEXPB16-1,9.94,home/appliances
Unknown,RX EXP B22-1,9.94,home/appliances
Unknown,YZ. HANGERS,1,home/appliances
Unknown,LUNCHBAG,1.96,home/appliances
Unknown,YZ HANGERS,1,home/appliances
Unknown,ANTHEM CRMR,1,food
Unknown,FIREANT,10.38,other
Unknown,ACCESSORY,9.77,clothing
Unknown,HT H2510 TR,74,home/appliances
Unknown,2YRPROTECTPL,6,home/appliances
2012-04-07,CHOC COVERED,1.79,food
2012-04-07,BTCH CT BF PATTY,Unknown,food
2019-04-05,PHILIPS TV,299,home/appliances
2019-04-05,RECYCLE FEE,7,other
2019-04-05,3YRPROTECTPL,26,home/appliances
2021-12-27,MAKERS MARK,10.49,entertainment/alcohol
2021-12-27,Chicago Style,1.85,food
2021-12-27,DOUBLE DOUGH,0.65,food
2021-12-06,SS Dbl Chz,5.89,food
2021-12-06,SS Dbl BacChz,6.69,food
2021-12-06,Lg Fries,2.79,food
2021-12-06,Med Onion Rings,2.79,food
2021-12-06,Med Hot Fudg Shk,4.19,food
2021-12-06,Med Choc Shk,4.19,food
2020-04-28,CREDIT SURCHARGE,Unknown,other
2014-06-22,Large Boneless,18.79,food
2014-06-22,Ranch,0,food
2014-06-22,Bskt Fry,4.49,food
2012-05-04,LHB,4.09,other
2012-05-04,HB,5.29,other
2012-05-04,Cajun,2.89,food
2012-05-04,Reg. Drink,2.09,food
,SWEET ONIONI,3.48,food
,COORSLIT36P,20.69,entertainment/alcohol
,BLEACH,8.98,home/appliances
,SLICED SWISF,8.98,food
,BODDINGTONS,5.96,entertainment/alcohol
,MUSHROOM,3.98,food
,BLACK BOX 3,13.98,home/appliances
,TOMATOES,6.27,food
,BETSY FARMS,14.86,food
,FIBER1BROWNF,7.98,food
,MM WIPES,8.98,home/appliances
,DAWN 90 OZ,8.28,home/appliances
,FREE & CLEA,13.98,home/appliances
,CARTERS SLP,7.44,clothing
,DURA AAA24P,12.48,home/appliances
2020-08-16,COMFORT AIRE 10K BTU WIND,334.99,home/appliances
2020-08-16,10.1-OZ ALEX PAINTERS WHI,1.78,home/appliances
2021-09-19,Chicken Tender loin,6.73,food
2021-04-16,SPECIALORDEF,19.98,food
2015-05-30,Smokehouse Turkey,7.69,food
2012-12-04,DBL Smoke Shack,8.5,food
2012-12-04,LRG Lemonade,6.1,food
2012-12-04,ShackMeister Ale (DRFT),10,entertainment/alcohol
2021-10-29,BELL PEPPER:,0.83,food
Unknown,SPRITE_,3.19,food
Unknown,STRAW LEM,3.59,food
Unknown,CHIPS & DIPS,5.99,food
Unknown,CK PASTA,14.49,food
Unknown,TRIO_FAJ_,20.29,food
Unknown,SHR12,Unknown,food
Unknown,SIRLOIN 10,20.99,food
Unknown,CUP_CH,5.19,home/appliances
2009-10-02,23oz Shock Top,4.75,home/appliances
2009-10-02,12 Wings,18.58,food
2009-10-02,23oz Widmer Hef N/C,Unknown,entertainment/alcohol
2009-10-02,23oz Amberbock,10.5,entertainment/alcohol
Unknown,2-21y FacialTissue,1.59,home/appliances
Unknown,4532 VegOil Spread,1.79,food
Unknown,Horay Nut Oats,1.69,food
Unknown,Powopred Sugar,1.99,food
Unknown,Quert Twinlock Bag,Unknown,home/appliances
2018-07-29,ORGANIC GALA APPLES W,2.07,food
2018-07-29,1 LB STRAWBERRY,2.97,food
2020-12-16,Beefy 5 Layer Bur,11.16,food
2020-12-16,Mild Sauce,0,food
2020-12-16,Hot Sauce,0,food
2023-10-21,ChLeatherSandals,16.99,clothing
2023-10-21,Trolli Burger 50g,1.79,food
2023-10-21,BBQGrillMrnde375ml,3.99,food
2023-10-21,TunaTreatCrkrs112g,2.09,food
2023-10-21,Garlic Bread 450g,2.29,food
2023-10-21,LmbShldBoneless RW,19.12,food
2023-10-21,Milo Bars 6pk 160g,4.19,food
2023-10-21,Chk Sausages 500g,7.99,food
2017-04-16,CD SM SUGAR HAM,7.99,food
2014-08-10,Sft Taco Bf Spr,4.77,food
2014-08-10,Burrito Spr,5.38,food
2014-08-10,Sml Drink,2.78,food
2014-08-10,BF FSTA TACO SLD,4.89,food
2014-08-10,Enchirito Bf,2.09,food
2014-01-03,CMSM CHICKEN,5.19,food
2014-01-03,CMSM 5PC CHICKEN STRIPS,6.99,food
2011-02-09,1X2X8 PREMIUM FURRING STR,0.92,home/appliances
Unknown,CMLG DBL WHOPPER CHS,12.34,food
Unknown,*DBL WHOPPER CHS,Unknown,food
Unknown,*LG FRY,Unknown,food
Unknown,*OREO SHAKE,0.9,food
2019-02-05,HOTDOG COMB,1.5,food
2006-07-31,CD BOOMBOX,68.42,home/appliances
Unknown,BYO Beef Burger,8.59,food
Unknown,Egg (ala carte),1.69,food
Unknown,Sig Diner Blend,2.15,food
2015-09-01,Rx 1776195,72.48,home/appliances
Unknown,KS DOG FOOD,34.49,food
2018-11-11,STB ALL PIN,0.78,home/appliances
2018-11-11,CABLE POUCH,3.5,home/appliances
2018-11-11,TRVL PILLOW,9.97,home/appliances
2012-05-11,BUNS,3.69,food
2012-05-11,*SUPER CHILL SODA,1,food
2012-05-11,AVOCADO HASS PERU,0.99,food
2012-05-11,CUPCAKES,3.99,food
2019-04-22,McChicken,1,food
2019-04-22,L StrawBan Smoothie,4.49,food
2019-04-22,S French Fries,0,food
2015-10-31,Sliced,0,food
2015-10-31,You Pick 2,Unknown,other
2015-10-31,Toasted Bag & CC,0,food
Unknown,365WFM OG BERRY CRSP PLLW,Unknown,food
Unknown,365WFM OG HZLNUT CO PLLW,4.99,food
Unknown,KETTL POTATO CHIP,4.99,food
Unknown,KETTL HBNERO LIME CHIPS,3.49,food
Unknown,365WFM OG REDUCED FAT MK,3.49,food
Unknown,365WFM ORANGE NO PULP,3.69,food
Unknown,365WFM OG VDK PASTA SC,4.49,food
Unknown,BF CHK STEW MEAT PSTR S4,3.49,food
Unknown,365WFM OG HEAVY CREAM,3.99,food
Unknown,SALMON FILLET,10.19,food
Unknown,KSGGIO ORIGINALE CUBES,8.09,food
Unknown,WFM OG CHICKEN SAUSAGE,6.99,food
Unknown,ENGLISH CUCUMBER,2.29,food
Unknown,365WFM OG WHT SLCD MSHRM,3.99,food
Unknown,365WFM ALMOND TORTILLAS,6.99,food
Unknown,365WFM CASSAVA TORTILLAS,6.99,food
Unknown,OLD TIMER'S BREAKFAST,Unknown,food
Unknown,"CRACKER BARREL'S COUNTRY BOY BREAKFAST""",Unknown,food
Unknown,BREAKFAST®,Unknown,food
Unknown,COUNTRY MORNING BREAKFAST,Unknown,food
2020-05-17,BISCUIT DLV b,1.19,food
2020-05-17,BISCUIT DLV,1.19,food
2020-05-17,REG COLE SLAW DLV,2.59,food
2020-05-17,"SPICY CHKN SND CBO ""DLV",8.39,food
2019-05-07,SMALL.COMBO.MEAL.,6.5,food
Unknown,AMNO,34.97,other
2012-03-15,Bloody Mary,40.75,entertainment/alcohol
2012-03-15,fresh oyster,12.5,food
2012-03-15,Fudge Cake,4.25,food
2024-06-13,Sofritas Burrito,8.75,food
2024-06-13,Extra Steak,10.4,food
2024-06-13,Sofritas Quesadilla,9.3,food
2017-07-15,Marsala,17.29,food
2022-09-21,12 Donuts,181.86,food
2022-09-21,Box Hot Orig Cof,186.89,food
2022-09-21,Box Orig Hot Choc,71.96,food
Unknown,Teriyaki Chicken Breast,Unknown,food
Unknown,Shooters,Unknown,food
Unknown,Drunken Shooters,12.99,entertainment/alcohol
Unknown,Captain's Platter,Unknown,food
Unknown,Calamari,Unknown,food
Unknown,Rings,Unknown,food
Unknown,Mozzarella Cheese,Unknown,food
2019-03-21,"#2 1/2 FLAME BRG, reg fry,",6.89,food
2019-03-21,"#3 1/3 DBL CHZ, reg fry,",5.79,food
2019-03-21,"#1 B/C BURG, reg fry,",6.19,food
2019-03-21,"KID ML BURG, kid fry,",4.98,food
2019-03-21,LRG CHZ CURDS,Unknown,food
2016-09-30,Combo #07 Footlong -Lg,6.88,food
2016-09-30,Combo #11 Ckn Dinner -Med,Unknown,food
2016-09-30,Chicken Strip Dinner,Unknown,food
2016-09-30,ROOT BEF Large,Unknown,food
2015-03-21,UNDERWEAR,11.49,clothing
2015-03-21,MUCINEX TAB,11.49,home/appliances
2015-03-21,BOK CHOY,2.07,food
2015-03-21,GRN CHILIES,1.09,food
2015-03-21,TODDLER SNACK,1.49,food
2015-03-21,GRB BABYFOOD,1.99,food
2015-03-21,GRB FOOD,1.99,food
2015-03-21,ORGANIC TOFU,5.38,food
2015-03-21,ROMAINE HRTS,2.99,food
2015-03-21,MUM MUM BABY AP,2.99,food
2016-04-14,CAKE CHOCOLATE SNG,11.99,food
Unknown,PEEPS PARTY CAKE,1.25,food
Unknown,CHICK PEEPS,1.25,food
Unknown,Carrots 1kg,1.79,food
Unknown,Banana Cay Aka,2.13,food
Unknown,*Lamp Floor Hal,9,home/appliances
Unknown,Onion Brown Iky,Unknown,food
2021-12-27,TONIC,7.49,entertainment/alcohol
2021-12-27,Chicken Parmigiana,Unknown,food
2021-12-27,SAUSAGE,12.49,food
2021-12-27,Cream $2.50,6.29,food
2021-12-27,Ice Cream $2.50,6.29,food
2021-12-27,Kids Pizza,-2.19,food
2024-01-30,#9 Club Meal,16.79,food
2024-01-30,SB Char,8.99,other
2001-12-18,Pack s/e 34*55 tempor #,Unknown,other
2021-12-05,Organic Straw/Blue,5.59,other
2021-09-30,NUTRIGRAIN3,178.4,food
2021-09-30,MTS FRT SNC,29.61,food
2021-09-30,LANCECHEDDA,31.1,food
2021-09-30,LANCETOASTC,30.6,food
Unknown,DBL JR,Unknown,food
Unknown,WHOPPER,Unknown,food
Unknown,ChKing SCM,Unknown,food
Unknown,Med FRIES,2.69,food
2015-09-18,PEBBLE SMAR,99.99,home/appliances
Unknown,LCLFLK HONEY BBQ,4.99,food
Unknown,LCLFLK MILD GARDEN SALSA,Unknown,food
Unknown,LCLFLK APPLE BUTTA BBQ,11.58,food
Unknown,3WSHS CABERNET SAUVIGNON,2.99,food
Unknown,LCLFLK KETCHUP,19.16,food
Unknown,ORGVLL OG ITALIAN DRSSNG,4.49,food
2015-08-07,FLAV LEMONADE,3.59,food
2015-08-07,BIG DIPPER APP,11.99,food
2015-08-07,SMOKY MIN CHICKN,13.59,food
2015-08-07,APPLE CRUM FLAT,6.99,food
2015-08-07,HICKORY SALMON,16.59,food
2015-08-07,LT LEMONADE,2.69,food
2015-08-07,RIBS & TENDERS,17.99,food
2015-08-07,SMOKEHSE BURGR,9.99,food
2010-12-06,Vt Icd Bl Tea Shk,2.45,food
2010-12-06,Org Sidama 1/21b,18,food
2012-05-20,SHV KITCHEN BAGS,1,home/appliances
2012-05-20,SHV PAPER TOWELS,1,home/appliances
2012-05-20,ESTNL CREAM CHEESE,,food
2012-05-20,*CHALLENGE BUTTER,3.79,food
2012-05-20,DRISCOLL STRAWBERY,3.49,food
2012-05-20,*PEP JALAPENO,0.09,food
2012-05-20,BANANA TOTE BAG,0.99,clothing
2012-05-20,BRUSS SPROUT,2.27,food
2012-05-20,VEG LAND POTATOES,4.99,food
2012-05-20,CABBAGE GRN,1.87,food
2012-05-20,CC CHEESE,4.99,food
Unknown,SP MODERN :W CLASSIC SHORT,66,clothing
Unknown,ZINFANDEL BLUSH,3.69,home/appliances
Unknown,PASSATA,0.35,food
Unknown,CARROTS 500G,0.29,food
Unknown,MIXED BEANS/CANNELLINI,0.42,food
Unknown,FRUIT & BARLEY 1L,0.69,food
Unknown,ROAST/PEPPERED BEEF,1.49,food
Unknown,SCOTTISH SALMON FILLET,3.29,food
Unknown,LEAFY MIXED SALAD,0.59,food
Unknown,TENDER STEM BROCCOLI,1.49,food
Unknown,NAW BRITISH HONEY HAM,1.09,food
